ensembl_gene_id	gene_biotype	external_gene_name	percentage_gene_gc_content
ENSMUSG00000015747	protein_coding	Vps45	42.68
ENSMUSG00000015748	protein_coding	Prpf3	41.12
ENSMUSG00000015749	protein_coding	Anp32e	46.55
ENSMUSG00000015750	protein_coding	Aph1a	53.54
ENSMUSG00000015755	protein_coding	Tab2	39.8
ENSMUSG00000015757	protein_coding	Ppil4	40.86
ENSMUSG00000015759	protein_coding	Cnih1	43.64
ENSMUSG00000015766	protein_coding	Eps8	43.81
ENSMUSG00000015776	protein_coding	Med22	52.31
ENSMUSG00000015787	protein_coding	Abo	46.3
ENSMUSG00000015790	protein_coding	Surf1	50.16
ENSMUSG00000015804	protein_coding	Med28	44.76
ENSMUSG00000015806	protein_coding	Qdpr	44.96
ENSMUSG00000015812	protein_coding	Gnrh1	43.93
ENSMUSG00000015829	protein_coding	Tnr	43.05
ENSMUSG00000015837	protein_coding	Sqstm1	50.37
ENSMUSG00000015839	protein_coding	Nfe2l2	44.8
ENSMUSG00000015843	protein_coding	Rxrg	46.65
ENSMUSG00000015846	protein_coding	Rxra	54.37
ENSMUSG00000015850	protein_coding	Adamtsl4	55.49
ENSMUSG00000015852	protein_coding	Fcrls	44.53
ENSMUSG00000015854	protein_coding	Cd5l	43.01
ENSMUSG00000015869	protein_coding	Prpsap1	49.57
ENSMUSG00000015879	protein_coding	Fam184b	42.48
ENSMUSG00000015880	protein_coding	Ncapg	36.05
ENSMUSG00000015882	protein_coding	Lcorl	37.47
ENSMUSG00000015889	protein_coding	Lta4h	44.52
ENSMUSG00000015890	protein_coding	Amdhd1	44.57
ENSMUSG00000015932	protein_coding	Dstn	42.57
ENSMUSG00000015937	protein_coding	Macroh2a1	50.46
ENSMUSG00000015942	protein_coding	Gtf2ird2	48.89
ENSMUSG00000015943	protein_coding	Bola1	45.23
ENSMUSG00000015944	protein_coding	Castor2	50.35
ENSMUSG00000015947	protein_coding	Fcgr1	47.06
ENSMUSG00000015950	protein_coding	Ncf1	53.68
ENSMUSG00000015957	protein_coding	Wnt11	53.8
ENSMUSG00000015961	protein_coding	Adss	38.38
ENSMUSG00000015962	protein_coding	1700016C15Rik	43.86
ENSMUSG00000015966	protein_coding	Il17rb	47.92
ENSMUSG00000015968	protein_coding	Cacna1d	44.88
ENSMUSG00000015970	protein_coding	Chdh	48.97
ENSMUSG00000015971	protein_coding	Actr8	47.66
ENSMUSG00000015980	protein_coding	Lrrc27	50.44
ENSMUSG00000015981	protein_coding	Stk32c	48.87
ENSMUSG00000015994	protein_coding	Fnta	42.96
ENSMUSG00000016018	protein_coding	Mtrex	39.89
ENSMUSG00000016024	protein_coding	Lbp	47.77
ENSMUSG00000016028	protein_coding	Celsr1	51.12
ENSMUSG00000016087	protein_coding	Fli1	45.63
ENSMUSG00000016128	protein_coding	Stard13	43.36
ENSMUSG00000016150	protein_coding	Tenm1	36.64
ENSMUSG00000016179	protein_coding	Camk1g	49.61
ENSMUSG00000016181	protein_coding	Utp25	46.1
ENSMUSG00000016194	protein_coding	Hsd11b1	43.94
ENSMUSG00000016200	protein_coding	Syt14	39.12
ENSMUSG00000016206	protein_coding	H2-M3	46.66
ENSMUSG00000016239	protein_coding	Lonrf3	43.18
ENSMUSG00000016252	protein_coding	Atp5e	50.03
ENSMUSG00000016253	protein_coding	Nelfcd	52.75
ENSMUSG00000016255	protein_coding	Tubb1	47.3
ENSMUSG00000016256	protein_coding	Ctsz	51.53
ENSMUSG00000016257	protein_coding	Prelid3b	47.54
ENSMUSG00000016262	protein_coding	Sertad4	49.37
ENSMUSG00000016283	protein_coding	H2-M2	47.85
ENSMUSG00000016308	protein_coding	Ube2a	41.6
ENSMUSG00000016319	protein_coding	Slc25a5	50.3
ENSMUSG00000016327	protein_coding	Atp1b4	41.42
ENSMUSG00000016344	protein_coding	Ppdpf	60.85
ENSMUSG00000016346	protein_coding	Kcnq2	50.65
ENSMUSG00000016349	protein_coding	Eef1a2	54.9
ENSMUSG00000016356	protein_coding	Col20a1	50.8
ENSMUSG00000016382	protein_coding	Pls3	39.96
ENSMUSG00000016386	protein_coding	Mpped2	43.66
ENSMUSG00000016409	protein_coding	Nkap	40.61
ENSMUSG00000016427	protein_coding	Ndufa1	44.55
ENSMUSG00000016458	protein_coding	Wt1	45.81
ENSMUSG00000016477	protein_coding	E2f3	45.73
ENSMUSG00000016481	protein_coding	Cr1l	37.08
ENSMUSG00000016487	protein_coding	Ppfibp1	43.07
ENSMUSG00000016493	protein_coding	Cd46	38.72
ENSMUSG00000016494	protein_coding	Cd34	41.05
ENSMUSG00000016495	protein_coding	Plgrkt	43.67
ENSMUSG00000016496	protein_coding	Cd274	42.95
ENSMUSG00000016498	protein_coding	Pdcd1lg2	43.41
ENSMUSG00000016503	protein_coding	Gtf3a	52.57
ENSMUSG00000016510	protein_coding	Mtif3	50.15
ENSMUSG00000016520	protein_coding	Lnx2	47.29
ENSMUSG00000016524	protein_coding	Il19	46.21
ENSMUSG00000016526	protein_coding	Dyrk3	46.45
ENSMUSG00000016528	protein_coding	Mapkapk2	48.69
ENSMUSG00000016529	protein_coding	Il10	46.1
ENSMUSG00000016534	protein_coding	Lamp2	40.57
ENSMUSG00000016541	protein_coding	Atxn10	43.3
ENSMUSG00000016552	protein_coding	Foxred2	50.94
ENSMUSG00000016554	protein_coding	Eif3d	51.33
ENSMUSG00000016559	protein_coding	H3f3b	44.24
ENSMUSG00000016619	protein_coding	Nup50	46.67
ENSMUSG00000016624	protein_coding	Phf21b	51.24
ENSMUSG00000016626	protein_coding	Nlrp14	39.56
ENSMUSG00000016637	protein_coding	Ift27	54.03
ENSMUSG00000016664	protein_coding	Pacsin2	47.28
ENSMUSG00000016756	protein_coding	Cmah	42.35
ENSMUSG00000016757	protein_coding	Ttll12	53.2
ENSMUSG00000016758	protein_coding	Bik	51.48
ENSMUSG00000016763	protein_coding	Scube1	52.03
ENSMUSG00000016831	protein_coding	Tox4	43.36
ENSMUSG00000016833	protein_coding	Mrps18c	39.69
ENSMUSG00000016918	protein_coding	Sulf1	43.45
ENSMUSG00000016921	protein_coding	Srsf6	45.24
ENSMUSG00000016933	protein_coding	Plcg1	49.32
ENSMUSG00000016940	protein_coding	Kctd2	50.36
ENSMUSG00000016942	protein_coding	Tmprss6	53.08
ENSMUSG00000016946	protein_coding	Kctd5	49.05
ENSMUSG00000016982	protein_coding	Pom121l2	47.95
ENSMUSG00000016984	protein_coding	Etaa1	36.47
ENSMUSG00000016995	protein_coding	Matn4	51.53
ENSMUSG00000016998	protein_coding	Svs4	43.34
ENSMUSG00000017000	protein_coding	Svs6	44.86
ENSMUSG00000017002	protein_coding	Slpi	45.08
ENSMUSG00000017003	protein_coding	Svs3a	47.38
ENSMUSG00000017004	protein_coding	Svs5	48.76
ENSMUSG00000017007	protein_coding	Rbpjl	51.75
ENSMUSG00000017009	protein_coding	Sdc4	51.13
ENSMUSG00000017049	protein_coding	Ccdc70	43.87
ENSMUSG00000017057	protein_coding	Il13ra1	39.87
ENSMUSG00000017064	protein_coding	Prl5a1	37.55
ENSMUSG00000017119	protein_coding	Nbr1	43.97
ENSMUSG00000017132	protein_coding	Cyth1	48.64
ENSMUSG00000017144	protein_coding	Rnd3	43.97
ENSMUSG00000017146	protein_coding	Brca1	42.69
ENSMUSG00000017165	protein_coding	Gast	47.57
ENSMUSG00000017167	protein_coding	Cntnap1	53.25
ENSMUSG00000017176	protein_coding	Nt5c3b	50.38
ENSMUSG00000017188	protein_coding	Coa3	51.79
ENSMUSG00000017195	protein_coding	Zpbp2	42.16
ENSMUSG00000017204	protein_coding	Gsdma	48.65
ENSMUSG00000017210	protein_coding	Med24	51.32
ENSMUSG00000017211	protein_coding	Gsdma2	46.94
ENSMUSG00000017221	protein_coding	Psmd3	50.86
ENSMUSG00000017264	protein_coding	Exosc10	49.95
ENSMUSG00000017286	protein_coding	Glod4	44.18
ENSMUSG00000017288	protein_coding	Vps53	44.47
ENSMUSG00000017291	protein_coding	Taok1	37.75
ENSMUSG00000017299	protein_coding	Dnttip1	47.18
ENSMUSG00000017300	protein_coding	Tnnc2	54.26
ENSMUSG00000017307	protein_coding	Acot8	48.73
ENSMUSG00000017309	protein_coding	Cd300lg	50.64
ENSMUSG00000017310	protein_coding	Spint4	44.27
ENSMUSG00000017311	protein_coding	Pyy	57.39
ENSMUSG00000017314	protein_coding	Mpp2	50.91
ENSMUSG00000017316	protein_coding	Ppy	54.1
ENSMUSG00000017344	protein_coding	Vtn	53.06
ENSMUSG00000017376	protein_coding	Nlk	40.51
ENSMUSG00000017386	protein_coding	Traf4	57.37
ENSMUSG00000017390	protein_coding	Aldoc	52.45
ENSMUSG00000017400	protein_coding	Stac2	52.95
ENSMUSG00000017404	protein_coding	Rpl19	49.91
ENSMUSG00000017405	protein_coding	Nek8	50.65
ENSMUSG00000017412	protein_coding	Cacnb4	43.76
ENSMUSG00000017417	protein_coding	Plxdc1	50.53
ENSMUSG00000017418	protein_coding	Arl5b	39.9
ENSMUSG00000017421	protein_coding	Zfp207	37.32
ENSMUSG00000017428	protein_coding	Psmd11	41.4
ENSMUSG00000017446	protein_coding	C1qtnf1	51.99
ENSMUSG00000017453	protein_coding	Pipox	48.37
ENSMUSG00000017466	protein_coding	Timp2	49.86
ENSMUSG00000017478	protein_coding	Zc3h18	49.05
ENSMUSG00000017485	protein_coding	Top2b	36.57
ENSMUSG00000017491	protein_coding	Rarb	42.57
ENSMUSG00000017493	protein_coding	Igfbp4	51.97
ENSMUSG00000017499	protein_coding	Cdc6	47.81
ENSMUSG00000017548	protein_coding	Suz12	38.28
ENSMUSG00000017550	protein_coding	Atad5	39.98
ENSMUSG00000017561	protein_coding	Crlf3	42.82
ENSMUSG00000017588	protein_coding	Krt27	46.79
ENSMUSG00000017607	protein_coding	Tns4	51.39
ENSMUSG00000017615	protein_coding	Tnfaip1	49.49
ENSMUSG00000017631	protein_coding	Abr	49.07
ENSMUSG00000017639	protein_coding	Rab11fip4	51.29
ENSMUSG00000017652	protein_coding	Cd40	49.63
ENSMUSG00000017664	protein_coding	Slc35c2	56.19
ENSMUSG00000017667	protein_coding	Zfp334	49.45
ENSMUSG00000017670	protein_coding	Elmo2	52.48
ENSMUSG00000017677	protein_coding	Wsb1	40.39
ENSMUSG00000017679	protein_coding	Ttpal	48.85
ENSMUSG00000017686	protein_coding	Rhot1	41.67
ENSMUSG00000017688	protein_coding	Hnf4g	36.51
ENSMUSG00000017692	protein_coding	Rhbdl3	49.04
ENSMUSG00000017697	protein_coding	Ada	51.38
ENSMUSG00000017707	protein_coding	Serinc3	42.47
ENSMUSG00000017713	protein_coding	Tha1	56.49
ENSMUSG00000017715	protein_coding	Pgs1	52.16
ENSMUSG00000017716	protein_coding	Birc5	46.94
ENSMUSG00000017718	protein_coding	Afmid	50.64
ENSMUSG00000017720	protein_coding	Trp53tg5	49.88
ENSMUSG00000017721	protein_coding	Pigt	50.88
ENSMUSG00000017723	protein_coding	Wfdc2	52.02
ENSMUSG00000017724	protein_coding	Etv4	52.12
ENSMUSG00000017733	protein_coding	Eppin	47.7
ENSMUSG00000017734	protein_coding	Dbndd2	50.44
ENSMUSG00000017737	protein_coding	Mmp9	52.13
ENSMUSG00000017740	protein_coding	Slc12a5	53.47
ENSMUSG00000017747	protein_coding	Ghdc	53.78
ENSMUSG00000017754	protein_coding	Pltp	49.54
ENSMUSG00000017756	protein_coding	Slc12a7	49.44
ENSMUSG00000017760	protein_coding	Ctsa	54.49
ENSMUSG00000017764	protein_coding	Zswim1	51.46
ENSMUSG00000017765	protein_coding	Slc12a4	52.46
ENSMUSG00000017767	protein_coding	Spata25	53.75
ENSMUSG00000017774	protein_coding	Myo1c	53.71
ENSMUSG00000017776	protein_coding	Crk	43.52
ENSMUSG00000017778	protein_coding	Cox7c	42.41
ENSMUSG00000017781	protein_coding	Pitpna	47.01
ENSMUSG00000017801	protein_coding	Mlx	50.7
ENSMUSG00000017802	protein_coding	Retreg3	45.08
ENSMUSG00000017817	protein_coding	Jph2	49.93
ENSMUSG00000017830	protein_coding	Dhx58	50.39
ENSMUSG00000017831	protein_coding	Rab5a	39.76
ENSMUSG00000017832	protein_coding	Hspb9	59.78
ENSMUSG00000017837	protein_coding	Nkiras2	51.63
ENSMUSG00000017843	protein_coding	Ppp2r5c	48.1
ENSMUSG00000017858	protein_coding	Ift52	44.74
ENSMUSG00000017861	protein_coding	Mybl2	50.19
ENSMUSG00000017868	protein_coding	Sgk2	47.08
ENSMUSG00000017897	protein_coding	Eya2	49.27
ENSMUSG00000017922	protein_coding	Prl3c1	37.71
ENSMUSG00000017929	protein_coding	B4galt5	48.79
ENSMUSG00000017943	protein_coding	Gdap1l1	51.93
ENSMUSG00000017950	protein_coding	Hnf4a	48.32
ENSMUSG00000017969	protein_coding	Ptgis	50.82
ENSMUSG00000017978	protein_coding	Cadps2	39.7
ENSMUSG00000017999	protein_coding	Ddx27	49.92
ENSMUSG00000018001	protein_coding	Cyth3	46.74
ENSMUSG00000018008	protein_coding	Cyth4	54.01
ENSMUSG00000018012	protein_coding	Rac3	61.84
ENSMUSG00000018040	protein_coding	Rrp7a	54.33
ENSMUSG00000018042	protein_coding	Cyb5r3	55.17
ENSMUSG00000018068	protein_coding	Ints2	40.16
ENSMUSG00000018076	protein_coding	Med13l	46.08
ENSMUSG00000018102	protein_coding	H2bc4	39.91
ENSMUSG00000018126	protein_coding	Baiap2l2	52.01
ENSMUSG00000018143	protein_coding	Mafk	54.7
ENSMUSG00000018160	protein_coding	Med1	42.58
ENSMUSG00000018166	protein_coding	Erbb3	48.61
ENSMUSG00000018167	protein_coding	Stard3	52.84
ENSMUSG00000018168	protein_coding	Ikzf3	44.15
ENSMUSG00000018169	protein_coding	Mfng	54.1
ENSMUSG00000018171	protein_coding	Vmp1	40.46
ENSMUSG00000018189	protein_coding	Uchl5	36.12
ENSMUSG00000018196	protein_coding	Glrx2	42.51
ENSMUSG00000018199	protein_coding	Ro60	38.98
ENSMUSG00000018209	protein_coding	Stk4	44.86
ENSMUSG00000018211	protein_coding	Wfdc15b	44.89
ENSMUSG00000018217	protein_coding	Pmp22	48.13
ENSMUSG00000018238	protein_coding	Gdf9	47.66
ENSMUSG00000018239	protein_coding	Zcchc10	43.93
ENSMUSG00000018259	protein_coding	Prl8a2	34.6
ENSMUSG00000018263	protein_coding	Tbx5	47.77
ENSMUSG00000018286	protein_coding	Psmb6	50.56
ENSMUSG00000018287	protein_coding	Spag7	50.48
ENSMUSG00000018293	protein_coding	Pfn1	55.71
ENSMUSG00000018322	protein_coding	Tomm34	48.28
ENSMUSG00000018326	protein_coding	Ywhab	44.96
ENSMUSG00000018334	protein_coding	Ksr1	51.17
ENSMUSG00000018339	protein_coding	Gpx3	53.8
ENSMUSG00000018340	protein_coding	Anxa6	48.81
ENSMUSG00000018341	protein_coding	Il12rb2	41.12
ENSMUSG00000018347	protein_coding	Zkscan6	43.34
ENSMUSG00000018362	protein_coding	Kpna2	43.39
ENSMUSG00000018363	protein_coding	Smurf2	39.84
ENSMUSG00000018372	protein_coding	Cep95	44.44
ENSMUSG00000018377	protein_coding	Vezf1	44.01
ENSMUSG00000018378	protein_coding	Cuedc1	50.2
ENSMUSG00000018379	protein_coding	Srsf1	42.57
ENSMUSG00000018381	protein_coding	Abi3	54.11
ENSMUSG00000018387	protein_coding	Shroom1	52.49
ENSMUSG00000018395	protein_coding	Kif3a	43.85
ENSMUSG00000018398	protein_coding	Septin8	52.09
ENSMUSG00000018401	protein_coding	Mtmr4	48.15
ENSMUSG00000018405	protein_coding	Mrm1	50.84
ENSMUSG00000018411	protein_coding	Mapt	49.31
ENSMUSG00000018412	protein_coding	Kansl1	39.04
ENSMUSG00000018415	protein_coding	Gid4	44.25
ENSMUSG00000018417	protein_coding	Myo1b	43.11
ENSMUSG00000018425	protein_coding	Dhx40	39.8
ENSMUSG00000018427	protein_coding	Ypel2	47.19
ENSMUSG00000018428	protein_coding	Akap1	51.03
ENSMUSG00000018433	protein_coding	Nol11	42.92
ENSMUSG00000018442	protein_coding	Derl2	42.9
ENSMUSG00000018446	protein_coding	C1qbp	49.8
ENSMUSG00000018449	protein_coding	Rpain	46.33
ENSMUSG00000018451	protein_coding	6330403K07Rik	52.64
ENSMUSG00000018459	protein_coding	Slc13a3	50.38
ENSMUSG00000018470	protein_coding	Kcnab3	51.85
ENSMUSG00000018474	protein_coding	Chd3	53.17
ENSMUSG00000018476	protein_coding	Kdm6b	56.8
ENSMUSG00000018479	protein_coding	1700125H20Rik	46.53
ENSMUSG00000018481	protein_coding	Appbp2	41.46
ENSMUSG00000018486	protein_coding	Wnt9b	51.79
ENSMUSG00000018500	protein_coding	Adora2b	50.41
ENSMUSG00000018501	protein_coding	Ncor1	39.33
ENSMUSG00000018507	protein_coding	Trpv2	48.54
ENSMUSG00000018509	protein_coding	Cenpv	45.78
ENSMUSG00000018537	protein_coding	Pcgf2	55
ENSMUSG00000018541	protein_coding	Cwc25	47.3
ENSMUSG00000018543	protein_coding	1700001P01Rik	46.51
ENSMUSG00000018547	protein_coding	Pip4k2b	50.14
ENSMUSG00000018548	protein_coding	Trim37	40.27
ENSMUSG00000018554	protein_coding	Ybx2	56.88
ENSMUSG00000018559	protein_coding	Ctdnep1	48.76
ENSMUSG00000018565	protein_coding	Elp5	47.57
ENSMUSG00000018566	protein_coding	Slc2a4	53.77
ENSMUSG00000018567	protein_coding	Gabarap	46.97
ENSMUSG00000018569	protein_coding	Cldn7	58.48
ENSMUSG00000018570	protein_coding	2810408A11Rik	53.08
ENSMUSG00000018572	protein_coding	Phf23	58.61
ENSMUSG00000018574	protein_coding	Acadvl	54.75
ENSMUSG00000018581	protein_coding	Dnah11	41.48
ENSMUSG00000018583	protein_coding	G3bp1	44.98
ENSMUSG00000018585	protein_coding	Atox1	48.63
ENSMUSG00000018589	protein_coding	Glra2	36.56
ENSMUSG00000018593	protein_coding	Sparc	49.45
ENSMUSG00000018595	protein_coding	Glra4	42.97
ENSMUSG00000018599	protein_coding	Mief2	55.58
ENSMUSG00000018604	protein_coding	Tbx3	48.64
ENSMUSG00000018620	protein_coding	Mmp20	41.25
ENSMUSG00000018623	protein_coding	Mmp7	41.85
ENSMUSG00000018634	protein_coding	Crhr1	51.55
ENSMUSG00000018648	protein_coding	Dusp14	47.18
ENSMUSG00000018651	protein_coding	Tada2a	43.16
ENSMUSG00000018654	protein_coding	Ikzf1	44.22
ENSMUSG00000018656	protein_coding	Tcaf3	40.8
ENSMUSG00000018659	protein_coding	Pnpo	50.63
ENSMUSG00000018661	protein_coding	Cog1	49.78
ENSMUSG00000018666	protein_coding	Cbx1	42.97
ENSMUSG00000018669	protein_coding	Cdk5rap3	52.82
ENSMUSG00000018672	protein_coding	Copz2	50.03
ENSMUSG00000018677	protein_coding	Slc25a39	57.72
ENSMUSG00000018678	protein_coding	Sp2	49.99
ENSMUSG00000018697	protein_coding	Aatf	41.38
ENSMUSG00000018698	protein_coding	Lhx1	52.99
ENSMUSG00000018707	protein_coding	Dync1h1	49.33
ENSMUSG00000018727	protein_coding	Cpsf4l	51.27
ENSMUSG00000018733	protein_coding	Pex12	43.65
ENSMUSG00000018736	protein_coding	Ndel1	43.7
ENSMUSG00000018740	protein_coding	Slc25a35	52.32
ENSMUSG00000018750	protein_coding	Zbtb4	50.5
ENSMUSG00000018752	protein_coding	Tnfsfm13	51.54
ENSMUSG00000018761	protein_coding	Mpdu1	49.61
ENSMUSG00000018765	protein_coding	Fxr2	45.9
ENSMUSG00000018770	protein_coding	Atp5g3	47.26
ENSMUSG00000018774	protein_coding	Cd68	52.4
ENSMUSG00000018776	protein_coding	Slc35g3	52.67
ENSMUSG00000018796	protein_coding	Acsl1	46.57
ENSMUSG00000018800	protein_coding	Abca5	38.53
ENSMUSG00000018809	protein_coding	Smyd4	43.71
ENSMUSG00000018819	protein_coding	Lsp1	52.57
ENSMUSG00000018820	protein_coding	Zfyve27	49.1
ENSMUSG00000018821	protein_coding	Avpi1	50.84
ENSMUSG00000018822	protein_coding	Sfrp5	55.58
ENSMUSG00000018830	protein_coding	Myh11	46.53
ENSMUSG00000018841	protein_coding	Rad51d	48.53
ENSMUSG00000018844	protein_coding	Fndc8	47.5
ENSMUSG00000018845	protein_coding	Unc45b	51.4
ENSMUSG00000018846	protein_coding	Pank3	39.94
ENSMUSG00000018848	protein_coding	Rars	43.78
ENSMUSG00000018849	protein_coding	Wwc1	48.02
ENSMUSG00000018858	protein_coding	Mrpl58	49.4
ENSMUSG00000018861	protein_coding	Fdxr	55.08
ENSMUSG00000018862	protein_coding	Otop3	52.1
ENSMUSG00000018865	protein_coding	Sult4a1	52.37
ENSMUSG00000018868	protein_coding	Pnpla5	53.16
ENSMUSG00000018882	protein_coding	Mrpl45	43
ENSMUSG00000018893	protein_coding	Mb	49.93
ENSMUSG00000018899	protein_coding	Irf1	52.46
ENSMUSG00000018900	protein_coding	Slc22a5	44.59
ENSMUSG00000018906	protein_coding	P4ha2	49.82
ENSMUSG00000018907	protein_coding	Alox12e	51.67
ENSMUSG00000018909	protein_coding	Arrb1	51.36
ENSMUSG00000018914	protein_coding	Il3	47.8
ENSMUSG00000018916	protein_coding	Csf2	49.27
ENSMUSG00000018919	protein_coding	Tm4sf5	47.65
ENSMUSG00000018920	protein_coding	Cxcl16	47.42
ENSMUSG00000018921	protein_coding	Pelp1	48.15
ENSMUSG00000018923	protein_coding	Med11	50.25
ENSMUSG00000018924	protein_coding	Alox15	51.94
ENSMUSG00000018925	protein_coding	Heatr9	46.42
ENSMUSG00000018927	protein_coding	Ccl6	43.68
ENSMUSG00000018930	protein_coding	Ccl4	44.57
ENSMUSG00000018931	protein_coding	Natd1	52.59
ENSMUSG00000018932	protein_coding	Map2k3	51.51
ENSMUSG00000018965	protein_coding	Ywhah	44.67
ENSMUSG00000018973	protein_coding	Hoxb1	53.65
ENSMUSG00000018974	protein_coding	Sart3	51.96
ENSMUSG00000018983	protein_coding	E2f2	51.66
ENSMUSG00000018986	protein_coding	Slfn3	41.39
ENSMUSG00000018995	protein_coding	Nars2	40.31
ENSMUSG00000018999	protein_coding	Slc35b4	44.76
ENSMUSG00000019027	protein_coding	Dnah1	51.82
ENSMUSG00000019039	protein_coding	Dalrd3	55.38
ENSMUSG00000019054	protein_coding	Fis1	49.74
ENSMUSG00000019055	protein_coding	Plod1	51.99
ENSMUSG00000019066	protein_coding	Rab3d	51.1
ENSMUSG00000019080	protein_coding	Mfsd3	57.05
ENSMUSG00000019082	protein_coding	Slc25a22	57.01
ENSMUSG00000019087	protein_coding	Atp6ap1	47.37
ENSMUSG00000019088	protein_coding	Dnase1l1	43.98
ENSMUSG00000019102	protein_coding	Aldh3a1	52.07
ENSMUSG00000019122	protein_coding	Ccl9	42.69
ENSMUSG00000019124	protein_coding	Scrn1	45.91
ENSMUSG00000019132	protein_coding	BC005537	39.8
ENSMUSG00000019139	protein_coding	Isyna1	61.14
ENSMUSG00000019143	protein_coding	Hars2	44.7
ENSMUSG00000019146	protein_coding	Cacng2	49.39
ENSMUSG00000019158	protein_coding	Tmem160	56.04
ENSMUSG00000019173	protein_coding	Rab5c	47.8
ENSMUSG00000019178	protein_coding	Styxl1	48.75
ENSMUSG00000019179	protein_coding	Mdh2	50.16
ENSMUSG00000019188	protein_coding	H13	51.11
ENSMUSG00000019189	protein_coding	Rnf145	45.24
ENSMUSG00000019194	protein_coding	Scn1b	53.27
ENSMUSG00000019210	protein_coding	Atp6v1e1	46.87
ENSMUSG00000019214	protein_coding	Chtf18	56.15
ENSMUSG00000019230	protein_coding	Lhx9	43.97
ENSMUSG00000019232	protein_coding	Etnppl	42.13
ENSMUSG00000019235	protein_coding	Rps6kl1	53.02
ENSMUSG00000019254	protein_coding	Ppp1r12c	51.63
ENSMUSG00000019256	protein_coding	Ahr	41.99
ENSMUSG00000019261	protein_coding	Map1s	55.83
ENSMUSG00000019278	protein_coding	Dpep1	50.56
ENSMUSG00000019295	protein_coding	Tmem129	51.86
ENSMUSG00000019297	protein_coding	Nop9	48.47
ENSMUSG00000019301	protein_coding	Hsd17b1	54.89
ENSMUSG00000019302	protein_coding	Atp6v0a1	46.57
ENSMUSG00000019303	protein_coding	Psmc3ip	48.92
ENSMUSG00000019312	protein_coding	Grb7	55.75
ENSMUSG00000019320	protein_coding	Noxo1	52.93
ENSMUSG00000019326	protein_coding	Aoc3	50.94
ENSMUSG00000019338	protein_coding	Zfp687	54.51
ENSMUSG00000019359	protein_coding	Gdpd2	50.12
ENSMUSG00000019362	protein_coding	D8Ertd738e	50.26
ENSMUSG00000019368	protein_coding	Sec14l4	49.95
ENSMUSG00000019370	protein_coding	Calm3	57.38
ENSMUSG00000019373	protein_coding	Cops3	42.62
ENSMUSG00000019428	protein_coding	Fkbp8	55.21
ENSMUSG00000019429	protein_coding	Ffar3	55.27
ENSMUSG00000019432	protein_coding	Ddx39b	51.84
ENSMUSG00000019433	protein_coding	Gipc1	53.23
ENSMUSG00000019437	protein_coding	Tlcd1	52.66
ENSMUSG00000019461	protein_coding	Plscr3	54.46
ENSMUSG00000019464	protein_coding	Ptger1	57.44
ENSMUSG00000019467	protein_coding	Arhgef25	56.29
ENSMUSG00000019470	protein_coding	Xab2	52.03
